names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
The Station,Xbox One,"February 20, 2018",63,"How would you react if a sentient alien civilization was discovered that challenged everything you knew about biology, chemistry, physics, and religion?",7.2,T,The Station,"Adventure, 3D, First-Person"
Sebastien Loeb Rally Evo,Xbox One,"January 29, 2016",63,Sebastien Loeb Rally Evo is an off-road racing game experience that teams players with the greatest racer in Rally history: Sebastien Loeb.,7.4,E,Milestone S.r.l,"Racing, General"
ReCore,Xbox One,"September 13, 2016",63,"Assume the role of Joule Adams, a young survivor of a terrible cataclysm who journeys from Earth to the desert world, “Far Eden” to build mankind’s new home. But when Joule wakes after centuries in cryo-sleep, nothing has gone according to plan… With her “Corebot” companion, Mack, Joule begins an adventure to unlock secrets from the past, defeat powerful foes, and bring new life and hope to Far Eden. The Far Eden colony was meant to be a paradise, where humans and Corebots could build a future together. Now, however, most of the Corebots have gone rogue, and the planet is plagued by violent sandstorms. In some areas these storms come and go, altering the terrain and revealing new areas to explore and new challenges to overcome. Defeat your enemies—including massive boss creatures—with creative tactics, split-second timing, and by unleashing your Corebots’ unique abilities. Craft components to customize your Corebots to create your perfect battle party, and then share your creations with other gamers online. [Microsoft]",6.7,T,"Armature Studio, comcept","Action Adventure, General"
Citadel: Forged with Fire,Xbox One,"November 1, 2019",63,"A massive online sandbox RPG with elements of magic, spellcasting and inter-kingdom conflict. As a newly minted apprentice of the magic arts, you will set off to investigate the dangerous world of Ignus. Your goal: create a name for yourself and achieve notoriety and power among the land's ruling Houses.",6.4,T,Blue Isle Studios,"Role-Playing, Action RPG"
Asterix & Obelix XXL 2,Xbox One,"November 29, 2018",63,"Getafix, a traitor?
So says Sam Shieffer, ex-super spy of the Roman Empire... Asterix & Obelix head off to Las Vegum, Caesar's gigantic theme park in the heart of Rome. Will our heroes manage to foil Caesar's plan?

- 2 characters to control at a time
- Action-packed combat
- Multiplayer possibility: 2 to 4 players can play wireless",8.2,,Etranges Libellules,"Action, Platformer, 3D"
Lost Grimoires: Stolen Kingdom,Xbox One,"April 28, 2017",63,"An alchemist’s apprentice returns home from university to finish her training under a great master. Things go awry when she revisits her family home, where dark secrets and the mystery of her parents’ disappearance lie buried. She will embark on a quest that can potentially change the faith of the entire realm and her own future forever.",tbd,E10+,Artifex Mundi,"Puzzle, Hidden Object"
Resident Evil 6,Xbox One,"March 29, 2016",63,"Resident Evil 6 is a Survival-Horror game that continues the struggle against the series' signature zombie inducing bio-terror, while raising the bar with all new game functionality. Players enjoy a diverse play experience, highlighted by the ability to select between three scenarios featuring multiple characters and intertwined storylines. Within these scenarios both stories and action cross paths. Additional features include zombies as well as new enemies, upgradable firepower and characters, vehicle based options, the mini-game based Mercenaries mode, and single-player and co-op play options.",6.9,M,Capcom,"Action Adventure, Survival"
Super Bomberman R,Xbox One,"June 12, 2018",63,"New characters from the popular game series Ratchet & Clank make an appearance. Hailing from the Solana Galaxy, Ratchet Bomber is here with his trusty pal Clank strapped to his back. It’s time to save a whole new galaxy as the duo team up to bring their own brand of destruction to Super Bomberman R.",6.6,E10+,Konami,"Puzzle, Action, Arcade"
Dogos,Xbox One,"September 7, 2016",63,"Putting the player in the shoes of Desmond Phoenix, a skilled pilot in command of sophisticated ships equipped with various types of powerful weapons, DOGOS invites you to explore 14 original open world levels completely made in 3D, giving players the opportunity to meet goals from any angle they can imagine! Intensive action, an insane amount of shooting and explosions, (not kidding a lot of explosions), all accompanied by an incredible and catchy soundtrack.",tbd,E10+,INTERNET URL S.A.,"Action, Shooter, Shoot-'Em-Up, Top-Down"
Layers of Fear 2,Xbox One,"May 28, 2019",63,"Layers of Fear 2 is a first-person psychological horror game with an emphasis on exploration and story. Players control a Hollywood actor who heeds the call of an enigmatic director to take on the lead role in a film shot aboard an ocean liner. Beware, for all may not truly be what it seems.",6.5,M,Bloober Team,"Action Adventure, Survival"
Narcos: Rise of the Cartels,Xbox One,"November 22, 2019",63,"Welcome to Colombia, 1980's -- the fires of El Patron's empire have been lit, its influence spanning borders, and expansion unabated. Influence and corruption is rife; cops, guards, politicians and those in between are falling into the pocket of the Medellín Cartel, and after years of production, America is finally taking notice.

Narcos: Rise of the Cartels tells the story of the hit Netflix TV series, of the rise and fall of El Patron. Choose your side and ally with the DEA or conversely side with the Narcos. Explore recognisable locations from the show and take a role in pivotal world-altering events and battles that will define and shift the war on drugs.

Form your team from a variety of class-specific roles, join leading characters, upgrade your skills and take part in brutal turn-based combat, where your actions will have consequence. Plata o Plomo?",2.6,M,Kuju Entertainment,"Action, Strategy, Turn-Based, General, Tactics"
Sniper Elite III,Xbox One,"July 1, 2014",63,Sniper Elite 3 continues  the story of elite OSS sniper Karl Fairburne during World War II. The title takes players to the unforgiving yet exotic terrain of WWII’s North Africa conflict in a battle against a deadly new foe.,6.6,M,Rebellion,"Shooter, Historic, Action, Shooter, Third-Person, Tactical, Historic"
Assassin's Creed Chronicles: Russia,Xbox One,"February 9, 2016",62,"Assassin's Creed Chronicles: Russia occurs in Russia, 1918. Nikolai Orelov wants to leave with his family, but he is required to perform one last mission for the Assassin Order: infiltration of the house where the tsar's family is being held by the Bolsheviks and theft of an artifact that has been fought over by Assassins and Templars for centuries. Along the way, he witnesses the massacre of the tsar's children, but manages to save the princess, Anastasia. He must escape the Templars while protecting the artifact and Anastasia. [Ubisoft]",4.8,T,"Ubisoft, Climax Studios","Action Adventure, Linear"
Vigor,Xbox One,"July 31, 2018",62,"1991. The nuclear war is over. Central Europe is devastated, Norway has become the last stand. You start as a nameless outlander, but who will you become? No time for uncertainty. Turn a shelter into your home. Fight, run or hide. Take risks, claim rewards, and survive this cut-throat experience.",8.2,,Bohemia Interactive,"Action Adventure, Survival"
