names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Valkyria Revolution,PlayStation 4,"June 27, 2017",54,"Jutlands elite soldiers, the Vanargand, must band together to defeat the Ruzi Empire and stop death itself - the Valkyria. This grizzled anti-Valkyria squad is equipped with advanced mana weaponry and has the powerful ability to wield ragnite spells to combat this terrifying threat. The unit is comprised of soldiers who have a high affinity for ragnite, and even Jutlands own Princess Ophelia has joined the ranks. The princess carries the utmost love for her country and has answered the call of duty to liberate those who are suffering from the Ruzis tyranny. However, Amleth Gronkjaer, the commanding officer of Vanargand hides a terrible secret. Is he friend or foe to the country he has sworn to protect?",5.8,T,Media Vision,"Role-Playing, Strategy, Turn-Based, Action RPG, Tactics"
Nippon Marathon,PlayStation 4,"December 17, 2018",54,"Stretch your muscles and embark upon the ultimate marathon of Japan in a crazy party racer. Hurdle barrels, outrun Shiba Inu and dive out of the paths of bicycles – all while throwing fruit at your opponents and dashing across planks precariously balanced over waterfalls across Japan.",5.0,E10+,Onion Soup,"Sports, Individual, Athletics"
In Space We Brawl,PlayStation 4,"October 14, 2014",54,"In Space We Brawl is a local multiplayer, twin stick shooter.",4.4,E,Forge Reply,"Action, General"
GUNS UP!,PlayStation 4,"December 5, 2015",54,"In this side-scrolling strategy game, players take on the role of a General, managing resources and deploying the right combination of troops, land mines, air strikes, smoke screens, and sniper towers to topple their opponents’ bases. With Cross-Play, Generals can fine-tune their strategy against opponents with turn-based asynchronous gameplay across the PlayStation 4, PlayStation 3 and PlayStation Vita systems.",6.0,T,Valkyrie Entertainment,"Action, Strategy, Real-Time, General"
Farming Simulator 15,PlayStation 4,"May 19, 2015",54,"Develop and manage your own farm across hundreds of acres of land offered by the new Nordic environment, and a renovated North American farm. Utilize and drive authentic machines and farming tools, from over 40 most famous manufacturers, including vehicles for the new activity in Farming Simulator 15: woodcutting.",5.5,E,Giants Software,"Simulation, General, Virtual, Career"
The Legend of Korra,PlayStation 4,"October 21, 2014",54,"Only one human born every generation, the Avatar, can bend the four elements of nature to their will. The Legend of Korra is a third-person action game that follows the current reincarnation of the Avatar – Korra – a headstrong teenage girl chosen by fate to bring balance to the powers of the world.",6.5,T,PlatinumGames,"Action Adventure, General, Fantasy"
OVERPASS,PlayStation 4,"March 17, 2020",54,"In Overpass, the player takes control of powerful buggies and quads, scrabbling across extreme tracks and very hazardous terrain. This simulation, unique in its genre, pits the player against craggy slopes and puts their cool-headedness to the test throughout technical obstacle courses along wilderness tracks.
Overpass's realistic physics engine requires you to keep precise and meticulous control of your speed and acceleration or you risk losing your grip and failing your crossing. You'll need to master the technical characteristics of official reproductions of buggies and quads from iconic brands such as Yamaha, Suzuki or Arctic Cat. Differential locking, 2 or 4 drive wheels, transmission type: the player has been given all the tools they need to discover the real vehicle options that will let them adapt their driving to the terrain.
The Career mode lets you manage your buggies and quads and choose the one best adapted to each track and terrain type in order to win the competition and attract sponsors. In multi-player mode, you'll need to know and master the slightest detail of each track in order to post the best times and show that you are truly the master of off-roading!",1.9,E,Zordix Racing,"Racing, Simulation, Automobile"
Knee Deep,PlayStation 4,"January 31, 2017",54,"When a washed-up actor hangs himself on location, a spotlight is cast on the backwater Florida town of Cypress Knee. Your screen becomes a stage on which you investigate this mysterious suicide as three distinct characters: cheeky blogger Romana Teague, down-and-out local reporter Jack Bellet, and cynical private investigator K.C. Gaddis.",tbd,T,Wales Interactive Ltd.,"Adventure, Point-and-Click"
Earthfall,PlayStation 4,"July 13, 2018",54,"Earthfall is a 4-player cooperative shooter that challenges players to survive waves of killer alien drones and their inscrutable masters. Traverse the Pacific Northwest with friends or AI teammates in a desperate guerrilla war against an invading extraterrestrial force. Pit yourself against the ever-changing horde and save what’s left of humanity, utilize futuristic weaponry, upgrade deployable barricades with fire or electricity, control mounted turrets, and battle through ten levels of story-driven co-operative play.",5.6,T,Holospark,"Action, Shooter, First-Person, Tactical"
Time Carnage,PlayStation 4,"April 10, 2018",54,"Time Carnage is a frantic VR survival shooter. Travel through time and wreak havoc through worlds swarming with dinosaurs, monsters, robots, and zombies.",3.7,T,Wales Interactive Ltd.,"Action, Shooter, Light Gun"
Smashbox Arena,PlayStation 4,"July 25, 2017",54,"An action-packed multiplayer VR game, Smashbox Arena throws players into a shootout battle of team versus team, power-up versus power-up. Combatants can play single-player, party up with their friends, or face off against opponents across the globe.",5.2,E10+,"BigBox VR, Inc.","Action, Shooter, Light Gun"
Jagged Alliance: Rage!,PlayStation 4,"December 6, 2018",54,"Jagged Alliance returns with a new take on turn-based tactics, adventure elements and the well-known quirky mercenaries. Set 20 years after the first Jagged Alliance, this spin-off lets you experience a road trip into a jungle hell to test your mind and body to the limits. This time it’s just you and a few allies versus an entire island ruled by a drug overlord and his crazed army. Do you have what it takes to rise to old glory?",3.4,M,HandyGames,"Strategy, Turn-Based, Tactics"
Space Channel 5 VR: Kinda Funky News Flash,PlayStation 4,"February 25, 2020",53,Dance is your power to protect the earth against invading aliens. Sega’s legendary Dreamcast rhythm game “Space Channel 5” is coming to virtual reality as ”Space Channel 5 VR Kinda Funky News Flash!” Your task is to master a series of life saving dancing poses while tuning into the cool beat. Experience the return of Ulala for yourselves.,5.4,E,Grounding Inc.,"Action, Rhythm, Dancing"
Oure,PlayStation 4,"October 30, 2017",53,"Take flight in a dream-like cloudscape as you seek to reawaken the relics of a lost civilization. As a unique child born with the powers of the ancient dragons, your parents cast you from the stricken surface into the land above the skies.There you must use the abilities of both your human and dragon forms to amass magical power, solve strange mysteries and seek out the enigmatic 'Titans' that can revive the world.",5.5,E,Heavy Spectrum,"Action Adventure, General"
Tour de France 2014,PlayStation 4,"July 22, 2014",53,"Take control of cyclings greatest champions and compete in all 21 stages of the Tour de France 2014.

Lead the peloton

Take to the roads, hills and mountains of the worlds greatest cycling event and guide your favourite rider from the worlds best teams to win the hallowed yellow jersey.

Ride all 21 stages of the 2014 race, including the Grande Depart from the Yorkshire hills in England, all the way to the Champs-Elysees finish line. Issue orders to your team mates as you attack, protect and lead the peloton and use aerodynamics and real-life tactics to make that crucial break in thrilling downhill sections or gruelling mountain climbs.

-Experience the race as a real professional rider  
-The most realistic Tour de France experience
-Take on exciting, team-specific challenges  
-Multiplayer modes: Co-op and Versus",5.3,E,Cyanide,"Sports, Alternative, Individual, Biking"
SolSeraph,PlayStation 4,"July 10, 2019",53,"Build your cities and set up defensive structures to protect them from the constant threat of monsters. Brought to you by ACE Team, SolSeraph combines action and strategy for a rich gameplay experience reminiscent of the 16-bit era (ActRaiser).",4.0,E,ACE Team,"Action Adventure, General"
Bedlam: The Game by Christopher Brookmyre,PlayStation 4,"October 13, 2015",53,"The game is based on the novel of the same name by award-winning author, Christopher Brookmyre, and sees the player take on the role of protagonist Heather Quinn as she negotiates a variety of levels, all of which reference classic games and genres of years gone by.",4.7,M,Standfast Interactive,"Action, Shooter, First-Person, Arcade"
